Brand,Model Name,Year,Price (USD),Mileage (km),Condition,City,Color,Battery (kWh),Range (km),Power (kW),0-100 km/h (s),Seller Type,Charging Type,Date Listed,Source
VinFast,VinFast VF 9,2022,73036.59277097667,18432.0,New,Phnom Penh,White,123,438,300,6.5,Authorized Dealer,GB-T/CCS2,12/8/2022,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 6,2024,51729.997648388184,1766.0,Like New,Phnom Penh,Red,53/77.4,429-614,151,8.1,Dealer,GB-T/CCS2,23-02-2023,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 6,2023,53677.11622524085,871.0,New,Phnom Penh,Red,53/77.4,429-614,151,8.1,Dealer,GB-T/CCS2,23-02-2023,Synthetic (New Formula)
Tesla,Tesla Model Y,2022,59673.479695044225,1100.0,New,Phnom Penh,White,60/75/82,430-600,220,6.9,Authorized Dealer,GB-T/CCS2,14-08-2024,Synthetic (New Formula)
XPeng,XPeng G6,2021,47149.407206683005,3408.0,Like New,Phnom Penh,Blue,66/87.5,435-570,190,6.2,Dealer,GB-T/CCS2,25-09-2023,Synthetic (New Formula)
XPeng,XPeng G6,2020,47929.35557574278,10538.0,Good,Phnom Penh,Grey,66/87.5,435-570,190,6.2,Authorized Dealer,GB-T/CCS2,21-06-2023,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 5,2025,38637.04026121705,0.0,Like New,Phnom Penh,White,58/72.6,354-488,125,7.4,Authorized Dealer,GB-T/CCS2,25-08-2022,Synthetic (New Formula)
AITO,AITO M7,2022,63757.20689679408,33136.0,Like New,Phnom Penh,Grey,40,200 PHEV,330,4.8,Dealer,GB-T/CCS2,18-04-2024,Synthetic (New Formula)
MG,MG 5,2024,23602.594248872887,42269.0,New,Siem Reap,Blue,61.1,403,130,7.7,Dealer,GB-T/CCS2,6/2/2024,Synthetic (New Formula)
Toyota,Toyota bZ5,2025,37076.72647215262,12446.0,Fair,Kep,White,71.2,630,180,6.8,Private,GB-T/CCS2,27-07-2025,Synthetic (New Formula)
BYD,BYD Sealion 7,2023,41761.29114235351,4230.0,Excellent,Phnom Penh,Blue,71.8/91.3,460-567,230,4.5,Authorized Dealer,GB-T/CCS2,11/8/2025,Synthetic (New Formula)
Zeekr,Zeekr 001,2022,83011.7888736197,44935.0,Good,Sihanoukville,Blue,86/100,560-620,200,3.3,Private,GB-T/CCS2,11/8/2023,Synthetic (New Formula)
MG,MG 5,2023,22586.831197945852,40330.0,Fair,Phnom Penh,Blue,61.1,403,130,7.7,Authorized Dealer,GB-T/CCS2,2/2/2021,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 6,2025,53802.97539204653,35800.0,Like New,Phnom Penh,Red,53/77.4,429-614,151,8.1,Dealer,GB-T/CCS2,23-02-2023,Synthetic (New Formula)
Zeekr,Zeekr 007,2023,74267.46531717197,56784.0,Excellent,Preah Vihear,Grey,75/100,530-688,310,3.5,Authorized Dealer,GB-T/CCS2,16-09-2024,Synthetic (New Formula)
BYD,BYD Seal 5,2023,22808.89004181839,15376.0,New,Preah Vihear,White,15.8,80 PHEV,110,7.9,Authorized Dealer,GB-T/CCS2,1/5/2024,Synthetic (New Formula)
BYD,BYD Sealion 7,2025,40988.14402811688,24248.0,Like New,Kampot,White,71.8/91.3,460-567,230,4.5,Private,GB-T/CCS2,15-02-2025,Synthetic (New Formula)
Deepal,Deepal S07,2024,52933.1272387098,14076.0,Excellent,Phnom Penh,White,31.6/80,200 PHEV,190,6.7,Private,GB-T/CCS2,18-05-2025,Synthetic (New Formula)
Tesla,Tesla Model Y,2024,64577.57502412287,36618.0,New,Siem Reap,White,60/75/82,430-600,220,6.9,Private,GB-T/CCS2,9/7/2023,Synthetic (New Formula)
BYD,BYD Seagull,2023,21917.121593728545,37653.0,Good,Battambang,Black,30/38.88,190-305,55,,Authorized Dealer,GB-T/CCS2,14-01-2025,Synthetic (New Formula)
BMW,BMW iX1,2025,61962.62323509307,56524.0,Excellent,Sihanoukville,Silver,64.7,417,150,8.6,Authorized Dealer,GB-T/CCS2,12/4/2024,Synthetic (New Formula)
Kia,Kia EV5,2022,37534.32254820076,17385.0,New,Phnom Penh,Black,64.2/88,400-600,160,7.5,Authorized Dealer,GB-T/CCS2,8/9/2023,Synthetic (New Formula)
XPeng,XPeng G6,2024,44207.82763706283,2202.0,New,Kep,White,66/87.5,435-570,190,6.2,Dealer,GB-T/CCS2,15-04-2025,Synthetic (New Formula)
MG,MG ZS EV,2024,28351.87986760549,3408.0,Like New,Phnom Penh,Silver,50.3/72.6,320-440,115,8.6,Private,GB-T/CCS2,10/5/2025,Synthetic (New Formula)
AITO,AITO M7,2022,59158.686520406874,0.0,Like New,Siem Reap,White,40,200 PHEV,330,4.8,Private,GB-T/CCS2,11/1/2023,Synthetic (New Formula)
Nissan,Nissan Leaf,2025,30648.94774724797,33490.0,New,Kep,Silver,40/62,240-385,110,7.0,Private,GB-T/CCS2,27-01-2021,Synthetic (New Formula)
VinFast,VinFast VF 9,2025,71634.33498166577,47300.0,Excellent,Kampong Cham,Silver,123,438,300,6.5,Private,GB-T/CCS2,6/10/2024,Synthetic (New Formula)
Kia,Kia EV5,2023,42804.25661841843,64206.0,Fair,Phnom Penh,Black,64.2/88,400-600,160,7.5,Private,GB-T/CCS2,11/11/2024,Synthetic (New Formula)
Kia,Kia EV5,2025,36697.32037048807,28650.0,Excellent,Kampot,Silver,64.2/88,400-600,160,7.5,Dealer,GB-T/CCS2,13-05-2024,Synthetic (New Formula)
Tesla,Tesla Model 3,2024,50929.45311355523,43734.0,Good,Siem Reap,White,60/82,430-576,208,6.1,Dealer,GB-T/CCS2,2/8/2023,Synthetic (New Formula)
Kia,Kia EV6,2023,50348.672754796244,0.0,New,Phnom Penh,Silver,77.4,484,168,7.1,Authorized Dealer,GB-T/CCS2,19-08-2025,Synthetic (New Formula)
Kia,Kia EV5,2023,36960.12171908107,24384.0,Excellent,Phnom Penh,Blue,64.2/88,400-600,160,7.5,Authorized Dealer,GB-T/CCS2,11/2/2024,Synthetic (New Formula)
VinFast,VinFast VF 8,2022,41311.39583898703,0.0,Like New,Phnom Penh,White,82/87.5,420-500,150,5.5,Private,GB-T/CCS2,13-07-2024,Synthetic (New Formula)
Deepal,Deepal L07,2023,50883.688159021614,22088.0,New,Siem Reap,Blue,31.6,200 PHEV,160,7.3,Dealer,GB-T/CCS2,25-09-2024,Synthetic (New Formula)
Xiaomi,Xiaomi SU7,2025,80774.81763683187,38064.0,New,Siem Reap,White,73.6/94.3,495-830,220,5.3,Dealer,GB-T/CCS2,13-09-2024,Synthetic (New Formula)
Deepal,Deepal S07,2025,53898.32263321621,54229.0,Fair,Phnom Penh,White,31.6/80,200 PHEV,190,6.7,Dealer,GB-T/CCS2,24-09-2024,Synthetic (New Formula)
Tesla,Tesla Model Y,2023,57074.688020236936,4132.0,Excellent,Siem Reap,Red,60/75/82,430-600,220,6.9,Authorized Dealer,GB-T/CCS2,8/4/2021,Synthetic (New Formula)
Avatr,Avatr 12,2023,67188.69683731787,18496.0,New,Phnom Penh,Silver,94.5,650,230,3.9,Dealer,GB-T/CCS2,14-07-2025,Synthetic (New Formula)
Zeekr,Zeekr 007,2021,64802.92632323315,1158.0,New,Phnom Penh,Blue,75/100,530-688,310,3.5,Dealer,GB-T/CCS2,16-12-2024,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 5,2023,42015.93379898339,808.0,Excellent,Phnom Penh,Blue,58/72.6,354-488,125,7.4,Authorized Dealer,GB-T/CCS2,9/2/2025,Synthetic (New Formula)
AION,AION Y Plus,2020,40029.45795359824,26992.0,New,Phnom Penh,Black,51.9/63.9,410-510,150,7.8,Dealer,GB-T/CCS2,17-10-2024,Synthetic (New Formula)
Avatr,Avatr 12,2022,62104.8641479061,0.0,New,Phnom Penh,Silver,94.5,650,230,3.9,Dealer,GB-T/CCS2,14-07-2025,Synthetic (New Formula)
AITO,AITO M7,2022,66037.26004190343,55440.0,Like New,Kampong Cham,White,40,200 PHEV,330,4.8,Dealer,GB-T/CCS2,1/7/2025,Synthetic (New Formula)
BYD,BYD Seal,2022,42862.14521519254,55016.0,Like New,Phnom Penh,Green,61.4/82.5,400-550,150,3.8,Dealer,GB-T/CCS2,19-01-2024,Synthetic (New Formula)
BYD,BYD Han,2024,60944.807639782724,19171.0,New,Battambang,Silver,76.9/85.4,500-610,180,3.9,Dealer,GB-T/CCS2,1/3/2021,Synthetic (New Formula)
Avatr,Avatr 12,2024,64631.88438969517,13024.0,New,Phnom Penh,White,94.5,650,230,3.9,Authorized Dealer,GB-T/CCS2,1/1/2025,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 5,2023,47883.97497097812,36642.0,Good,Kampong Cham,Blue,58/72.6,354-488,125,7.4,Private,GB-T/CCS2,8/10/2023,Synthetic (New Formula)
Zeekr,Zeekr 001,2023,85262.17501172345,55154.0,New,Preah Vihear,Silver,86/100,560-620,200,3.3,Authorized Dealer,GB-T/CCS2,5/6/2025,Synthetic (New Formula)
VinFast,VinFast VF 9,2025,65831.7157860675,8400.0,New,Phnom Penh,White,123,438,300,6.5,Authorized Dealer,GB-T/CCS2,11/2/2023,Synthetic (New Formula)
Mercedes,Mercedes EQB,2024,62104.8053588413,0.0,Like New,Kampot,Grey,66.5,419,168,8.0,Dealer,GB-T/CCS2,14-04-2024,Synthetic (New Formula)
BYD,BYD Dolphin,2022,26719.42789100025,15195.0,Like New,Koh Kong,Black,44.9/60.5,310-420,70,7.5,Dealer,GB-T/CCS2,8/11/2022,Synthetic (New Formula)
BYD,BYD Dolphin,2023,26589.337171663126,20286.0,Like New,Battambang,Silver,44.9/60.5,310-420,70,7.5,Private,GB-T/CCS2,9/10/2023,Synthetic (New Formula)
Zeekr,Zeekr 001,2022,75016.48456713893,1100.0,New,Kampong Cham,Blue,86/100,560-620,200,3.3,Private,GB-T/CCS2,5/5/2023,Synthetic (New Formula)
BYD,BYD Dolphin,2023,27196.343282833957,29400.0,Good,Sihanoukville,Cosmos Black,44.9/60.5,310-420,70,7.5,Dealer,GB-T/CCS2,18-08-2025,Synthetic (New Formula)
BYD,BYD Atto 2,2024,24153.8260725331,10153.0,New,Phnom Penh,Silver,45.1,312-401,130,7.9,Dealer,GB-T/CCS2,12/9/2024,Synthetic (New Formula)
Denza,Denza D9,2022,90006.82441299518,32310.0,Excellent,Siem Reap,White,103,600,230,6.9,Authorized Dealer,GB-T/CCS2,8/1/2023,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 5,2024,45849.045659723,43512.0,New,Preah Vihear,Red,58/72.6,354-488,125,7.4,Private,GB-T/CCS2,26-08-2024,Synthetic (New Formula)
BYD,BYD M9,2022,64267.35968996043,6825.0,Excellent,Phnom Penh,Silver,52,180 PHEV,180,,Private,GB-T/CCS2,16-01-2025,Synthetic (New Formula)
Tesla,Tesla Model Y,2024,56866.99084142836,0.0,Excellent,Siem Reap,Silver,60/75/82,430-600,220,6.9,Private,GB-T/CCS2,11/5/2025,Synthetic (New Formula)
BYD,BYD Atto 2,2023,23749.434506487814,0.0,Like New,Siem Reap,White,45.1,312-401,130,7.9,Authorized Dealer,GB-T/CCS2,23-05-2025,Synthetic (New Formula)
MG,MG ZS EV,2023,32538.811695835084,29904.0,Excellent,Phnom Penh,White,50.3/72.6,320-440,115,8.6,Authorized Dealer,GB-T/CCS2,10/8/2021,Synthetic (New Formula)
VinFast,VinFast VF 9,2023,66837.26424429075,11964.0,New,Phnom Penh,Black,123,438,300,6.5,Dealer,GB-T/CCS2,14-05-2025,Synthetic (New Formula)
MG,MG 5,2023,23597.382458445765,26854.0,New,Battambang,White,61.1,403,130,7.7,Authorized Dealer,GB-T/CCS2,15-01-2025,Synthetic (New Formula)
Leapmotor,Leapmotor T03,2024,14167.008855047348,28560.0,Like New,Preah Vihear,White,41.3,403,80,,Authorized Dealer,GB-T/CCS2,10/2/2025,Synthetic (New Formula)
BYD,BYD M9,2025,68712.83809337307,59940.0,Good,Phnom Penh,Blue,52,180 PHEV,180,,Authorized Dealer,GB-T/CCS2,11/4/2025,Synthetic (New Formula)
Kia,Kia EV9,2024,80868.52491043223,0.0,New,Phnom Penh,Silver,99.8,541,283,5.3,Private,GB-T/CCS2,26-02-2024,Synthetic (New Formula)
Mercedes,Mercedes EQB,2021,77720.51896758175,64206.0,Like New,Kampot,Grey,66.5,419,168,8.0,Dealer,GB-T/CCS2,14-04-2024,Synthetic (New Formula)
Avatr,Avatr 11,2023,69126.13177306284,12780.0,Good,Phnom Penh,Red,90/116,555-700,230,3.9,Authorized Dealer,GB-T/CCS2,19-07-2024,Synthetic (New Formula)
BYD,BYD Sealion 6,2022,49515.26552361269,38418.0,Excellent,Kratie,Silver,18.3,80-100 PHEV,145,8.5,Private,GB-T/CCS2,13-05-2025,Synthetic (New Formula)
Toyota,Toyota bZ4X,2023,50582.8938407581,47025.0,Excellent,Siem Reap,Grey,71.4,500,150,7.1,Authorized Dealer,GB-T/CCS2,21-01-2025,Synthetic (New Formula)
Tesla,Tesla Model Y,2023,60551.207229761676,8630.0,Like New,Phnom Penh,Grey,60/75/82,430-600,220,6.9,Private,GB-T/CCS2,28-02-2024,Synthetic (New Formula)
BMW,BMW iX1,2025,57074.93042290918,17238.0,Fair,Phnom Penh,Red,64.7,417,150,8.6,Dealer,GB-T/CCS2,4/12/2022,Synthetic (New Formula)
Toyota,Toyota bZ4X,2023,52255.81397896341,51852.0,New,Phnom Penh,Black,71.4,500,150,7.1,Authorized Dealer,GB-T/CCS2,11/9/2022,Synthetic (New Formula)
BYD,BYD Atto 3,2023,34045.244792013946,41750.0,New,Battambang,White,50/60.5,340-420,150,7.3,Authorized Dealer,GB-T/CCS2,8/5/2024,Synthetic (New Formula)
AITO,AITO M7,2024,57787.04293531555,11484.0,Like New,Battambang,Grey,40,200 PHEV,330,4.8,Dealer,GB-T/CCS2,18-01-2025,Synthetic (New Formula)
Nissan,Nissan Leaf,2024,28023.439925719456,871.0,New,Kep,Silver,40/62,240-385,110,7.0,Private,GB-T/CCS2,27-01-2021,Synthetic (New Formula)
Kia,Kia EV5,2025,40074.56199769692,26854.0,New,Preah Vihear,Grey,64.2/88,400-600,160,7.5,Dealer,GB-T/CCS2,12/3/2023,Synthetic (New Formula)
BYD,BYD Tang,2025,64244.179427022,19566.0,New,Phnom Penh,Green,86.4/108.8,400-530,180,4.6,Dealer,GB-T/CCS2,26-08-2021,Synthetic (New Formula)
BYD,BYD Atto 2,2023,23460.023552922175,991.0,New,Phnom Penh,Grey,45.1,312-401,130,7.9,Private,GB-T/CCS2,24-08-2025,Synthetic (New Formula)
BYD,BYD Atto 3,2025,27587.69921803932,0.0,New,Siem Reap,White,50/60.5,340-420,150,7.3,Dealer,GB-T/CCS2,24-01-2025,Synthetic (New Formula)
AITO,AITO M7,2021,58950.98596775041,1167.0,New,Phnom Penh,White,40,200 PHEV,330,4.8,Authorized Dealer,GB-T/CCS2,5/2/2022,Synthetic (New Formula)
BMW,BMW iX1,2022,67680.46038181821,51168.0,Like New,Sihanoukville,Grey,64.7,417,150,8.6,Private,GB-T/CCS2,27-02-2025,Synthetic (New Formula)
Kia,Kia EV5,2023,38880.06219836021,38760.0,Excellent,Siem Reap,Grey,64.2/88,400-600,160,7.5,Authorized Dealer,GB-T/CCS2,23-12-2023,Synthetic (New Formula)
Nissan,Nissan Leaf,2024,31292.164167795912,41667.0,Excellent,Phnom Penh,Grey,40/62,240-385,110,7.0,Authorized Dealer,GB-T/CCS2,12/2/2024,Synthetic (New Formula)
Arcfox,Arcfox Koala S,2023,26668.84790554377,0.0,Excellent,Phnom Penh,Black,42.8,301,120,8.5,Dealer,GB-T/CCS2,5/4/2024,Synthetic (New Formula)
BYD,BYD Atto 3,2024,31146.07633699386,19719.0,Excellent,Phnom Penh,White,50/60.5,340-420,150,7.3,Private,GB-T/CCS2,9/11/2024,Synthetic (New Formula)
Tesla,Tesla Model 3,2022,46088.652189156805,8325.0,New,Phnom Penh,Cosmos Black,60/82,430-576,208,6.1,Dealer,GB-T/CCS2,12/1/2025,Synthetic (New Formula)
BYD,BYD Atto 3,2022,33329.809846243996,51852.0,New,Phnom Penh,Orange,50/60.5,340-420,150,7.3,Private,GB-T/CCS2,21-04-2025,Synthetic (New Formula)
Zeekr,Zeekr 001,2023,81279.81840096667,43440.0,Excellent,Sihanoukville,Black,86/100,560-620,200,3.3,Authorized Dealer,GB-T/CCS2,14-07-2024,Synthetic (New Formula)
Zeekr,Zeekr 007,2024,64939.57512213861,17616.0,Like New,Phnom Penh,Red,75/100,530-688,310,3.5,Private,GB-T/CCS2,3/2/2025,Synthetic (New Formula)
Denza,Denza D9,2023,83501.60832603453,7288.0,Excellent,Phnom Penh,Pearl White,103,600,230,6.9,Authorized Dealer,GB-T/CCS2,16-08-2025,Synthetic (New Formula)
BYD,BYD Dolphin,2022,27297.76945389395,32973.0,Excellent,Phnom Penh,White,44.9/60.5,310-420,70,7.5,Dealer,GB-T/CCS2,4/1/2023,Synthetic (New Formula)
BYD,BYD Tang,2024,68549.61959832677,35178.0,Like New,Phnom Penh,Blue,86.4/108.8,400-530,180,4.6,Authorized Dealer,GB-T/CCS2,4/7/2022,Synthetic (New Formula)
Tesla,Tesla Model 3,2023,45463.195163791934,6090.0,Excellent,Battambang,Grey,60/82,430-576,208,6.1,Dealer,GB-T/CCS2,20-08-2025,Synthetic (New Formula)
BYD,BYD Sealion 6,2024,45926.1399809557,23400.0,New,Phnom Penh,Black,18.3,80-100 PHEV,145,8.5,Authorized Dealer,GB-T/CCS2,27-08-2024,Synthetic (New Formula)
MG,MG ZS EV,2024,30829.64101636107,52560.0,Like New,Phnom Penh,Silver,50.3/72.6,320-440,115,8.6,Private,GB-T/CCS2,24-08-2020,Synthetic (New Formula)
AITO,AITO M5,2024,50686.356927923276,40330.0,Like New,Kep,Cosmos Black,40,200 PHEV,200,4.8,Dealer,GB-T/CCS2,10/12/2022,Synthetic (New Formula)
MG,MG ZS EV,2024,30975.89284266364,35800.0,New,Phnom Penh,Silver,50.3/72.6,320-440,115,8.6,Private,GB-T/CCS2,24-08-2020,Synthetic (New Formula)
BYD,BYD Dolphin,2023,27067.430624842367,20832.0,New,Phnom Penh,White,44.9/60.5,310-420,70,7.5,Dealer,GB-T/CCS2,4/1/2023,Synthetic (New Formula)
Deepal,Deepal L07,2025,47618.229390041335,12912.0,Like New,Phnom Penh,Black,31.6,200 PHEV,160,7.3,Private,GB-T/CCS2,1/2/2025,Synthetic (New Formula)
Tesla,Tesla Model Y,2024,65310.04873701105,21489.0,Excellent,Phnom Penh,White,60/75/82,430-600,220,6.9,Dealer,GB-T/CCS2,16-11-2024,Synthetic (New Formula)
MG,MG 4 EV,2023,24434.37851218185,4164.0,Excellent,Phnom Penh,Grey,51/64/77,350-520,125,7.7,Dealer,GB-T/CCS2,9/2/2022,Synthetic (New Formula)
Xiaomi,Xiaomi SU7,2022,78823.64233378651,13536.0,New,Kampong Cham,Silver,73.6/94.3,495-830,220,5.3,Dealer,GB-T/CCS2,20-05-2025,Synthetic (New Formula)
AITO,AITO M7,2022,63295.88985464948,36372.0,Like New,Battambang,Grey,40,200 PHEV,330,4.8,Dealer,GB-T/CCS2,18-01-2025,Synthetic (New Formula)
Tesla,Tesla Model 3,2023,47936.95781693789,24384.0,New,Koh Kong,White,60/82,430-576,208,6.1,Private,GB-T/CCS2,3/5/2023,Synthetic (New Formula)
BYD,BYD Seagull,2025,19061.98874446817,18432.0,Like New,Phnom Penh,Silver,30/38.88,190-305,55,,Dealer,GB-T/CCS2,14-11-2024,Synthetic (New Formula)
MG,MG 5,2025,21835.909455023826,23914.0,Good,Phnom Penh,Black,61.1,403,130,7.7,Dealer,GB-T/CCS2,16-09-2025,Synthetic (New Formula)
BYD,BYD Han,2023,58069.37327602163,8640.0,Good,Phnom Penh,Black,76.9/85.4,500-610,180,3.9,Private,GB-T/CCS2,18-09-2024,Synthetic (New Formula)
BYD,BYD Dolphin,2023,27096.90791323147,25885.0,Good,Phnom Penh,White,44.9/60.5,310-420,70,7.5,Dealer,GB-T/CCS2,4/1/2023,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 5,2024,44910.88870703527,26900.0,New,Phnom Penh,White,58/72.6,354-488,125,7.4,Authorized Dealer,GB-T/CCS2,25-08-2022,Synthetic (New Formula)
BYD,BYD Sealion 7,2020,45434.11660383039,7344.0,Like New,Battambang,Black,71.8/91.3,460-567,230,4.5,Private,GB-T/CCS2,24-06-2024,Synthetic (New Formula)
Leapmotor,Leapmotor T03,2025,13285.340498793992,23914.0,Excellent,Phnom Penh,Black,41.3,403,80,,Authorized Dealer,GB-T/CCS2,11/10/2024,Synthetic (New Formula)
Mercedes,Mercedes EQB,2024,64696.88649098271,13454.0,Good,Sihanoukville,Red,66.5,419,168,8.0,Dealer,GB-T/CCS2,26-07-2024,Synthetic (New Formula)
Tesla,Tesla Model Y,2023,57453.59736950544,1039.0,Like New,Battambang,Silver,60/75/82,430-600,220,6.9,Dealer,GB-T/CCS2,15-04-2023,Synthetic (New Formula)
XPeng,XPeng G6,2025,48451.528251863565,19362.0,Like New,Kampot,Blue,66/87.5,435-570,190,6.2,Dealer,GB-T/CCS2,13-04-2024,Synthetic (New Formula)
Mercedes,Mercedes EQB,2024,63478.80409897525,3444.0,Excellent,Kampot,Grey,66.5,419,168,8.0,Dealer,GB-T/CCS2,14-04-2024,Synthetic (New Formula)
VinFast,VinFast VF 8,2022,41079.24512325072,0.0,New,Siem Reap,White,82/87.5,420-500,150,5.5,Private,GB-T/CCS2,21-07-2022,Synthetic (New Formula)
BYD,BYD Han,2024,57383.870782085476,9185.0,Good,Phnom Penh,Grey,76.9/85.4,500-610,180,3.9,Dealer,GB-T/CCS2,19-02-2024,Synthetic (New Formula)
BMW,BMW iX1,2024,56336.21513928375,27690.0,Good,Sihanoukville,Grey,64.7,417,150,8.6,Private,GB-T/CCS2,27-02-2025,Synthetic (New Formula)
Deepal,Deepal L07,2025,46352.171977816964,16439.0,Like New,Phnom Penh,Black,31.6,200 PHEV,160,7.3,Private,GB-T/CCS2,1/2/2025,Synthetic (New Formula)
MG,MG 4 EV,2024,24989.571189184306,2202.0,New,Phnom Penh,Grey,51/64/77,350-520,125,7.7,Dealer,GB-T/CCS2,26-01-2024,Synthetic (New Formula)
MG,MG 4 EV,2024,24617.670735541527,4120.0,New,Battambang,Silver,51/64/77,350-520,125,7.7,Dealer,GB-T/CCS2,14-04-2023,Synthetic (New Formula)
MG,MG 5,2024,22546.552436297814,0.0,New,Phnom Penh,Black,61.1,403,130,7.7,Dealer,GB-T/CCS2,16-09-2025,Synthetic (New Formula)
BYD,BYD Han,2020,64646.97031322075,4425.0,New,Phnom Penh,White,76.9/85.4,500-610,180,3.9,Dealer,GB-T/CCS2,11/8/2025,Synthetic (New Formula)
Nissan,Nissan Leaf,2025,30295.643627794143,30008.0,Like New,Phnom Penh,Grey,40/62,240-385,110,7.0,Authorized Dealer,GB-T/CCS2,23-04-2025,Synthetic (New Formula)
Tesla,Tesla Model 3,2022,46320.10407759848,6624.0,Like New,Battambang,Grey,60/82,430-576,208,6.1,Dealer,GB-T/CCS2,20-08-2025,Synthetic (New Formula)
AITO,AITO M7,2024,59481.901656377006,32800.0,New,Phnom Penh,Orange,40,200 PHEV,330,4.8,Private,GB-T/CCS2,13-04-2025,Synthetic (New Formula)
BYD,BYD Atto 2,2024,23214.84378482916,1167.0,Excellent,Sihanoukville,Grey,45.1,312-401,130,7.9,Dealer,GB-T/CCS2,25-12-2024,Synthetic (New Formula)
BYD,BYD Tang,2020,70909.992914893,21275.0,Like New,Siem Reap,Silver,86.4/108.8,400-530,180,4.6,Private,GB-T/CCS2,13-05-2024,Synthetic (New Formula)
Deepal,Deepal S07,2025,48028.41021831193,8728.0,Like New,Kampot,White,31.6/80,200 PHEV,190,6.7,Dealer,GB-T/CCS2,4/12/2024,Synthetic (New Formula)
Nissan,Nissan Leaf,2024,30836.685811500323,38418.0,New,Phnom Penh,Grey,40/62,240-385,110,7.0,Authorized Dealer,GB-T/CCS2,12/2/2024,Synthetic (New Formula)
BYD,BYD Seal 5,2024,22904.84438446651,36680.0,Excellent,Battambang,White,15.8,80 PHEV,110,7.9,Authorized Dealer,GB-T/CCS2,21-04-2025,Synthetic (New Formula)
BYD,BYD Dolphin,2023,25747.2085319427,13787.0,Fair,Koh Kong,Black,44.9/60.5,310-420,70,7.5,Dealer,GB-T/CCS2,8/11/2022,Synthetic (New Formula)
Zeekr,Zeekr X,2025,50378.95019750671,0.0,New,Phnom Penh,Pearl White,66,440,200,5.6,Private,GB-T/CCS2,19-09-2025,Synthetic (New Formula)
VinFast,VinFast VF 9,2024,71313.91310687737,43513.0,New,Phnom Penh,Silver,123,438,300,6.5,Authorized Dealer,GB-T/CCS2,18-05-2022,Synthetic (New Formula)
MG,MG 5,2025,20832.20426873609,4308.0,New,Siem Reap,Blue,61.1,403,130,7.7,Dealer,GB-T/CCS2,6/2/2024,Synthetic (New Formula)
BYD,BYD Seal 5,2025,23377.67380559713,45360.0,New,Preah Vihear,White,15.8,80 PHEV,110,7.9,Authorized Dealer,GB-T/CCS2,1/5/2024,Synthetic (New Formula)
MG,MG 5,2022,23004.981525516483,8992.0,New,Siem Reap,Blue,61.1,403,130,7.7,Dealer,GB-T/CCS2,6/2/2024,Synthetic (New Formula)
Toyota,Toyota bZ4X,2024,52190.112169217355,52982.0,Excellent,Sihanoukville,Black,71.4,500,150,7.1,Private,GB-T/CCS2,26-07-2024,Synthetic (New Formula)
MG,MG ZS EV,2023,29400.915395211334,17190.0,New,Phnom Penh,White,50.3/72.6,320-440,115,8.6,Private,GB-T/CCS2,9/6/2024,Synthetic (New Formula)
BYD,BYD Seal 5,2025,20454.62895753403,1158.0,Fair,Preah Vihear,White,15.8,80 PHEV,110,7.9,Authorized Dealer,GB-T/CCS2,1/5/2024,Synthetic (New Formula)
Toyota,Toyota bZ4X,2022,51067.16694787169,34485.0,Like New,Battambang,Silver,71.4,500,150,7.1,Authorized Dealer,GB-T/CCS2,24-05-2023,Synthetic (New Formula)
Nissan,Nissan Leaf,2025,29077.431790785253,15195.0,Like New,Phnom Penh,Grey,40/62,240-385,110,7.0,Authorized Dealer,GB-T/CCS2,10/4/2021,Synthetic (New Formula)
BYD,BYD Seal 5,2025,20674.09446432749,12446.0,Excellent,Sihanoukville,Red,15.8,80 PHEV,110,7.9,Authorized Dealer,GB-T/CCS2,4/7/2025,Synthetic (New Formula)
MG,MG 4 EV,2024,25921.69314989237,7511.0,Like New,Phnom Penh,Pearl White,51/64/77,350-520,125,7.7,Private,GB-T/CCS2,15-10-2023,Synthetic (New Formula)
AITO,AITO M7,2022,66309.99220436206,33252.0,New,Phnom Penh,White,40,200 PHEV,330,4.8,Private,GB-T/CCS2,7/1/2024,Synthetic (New Formula)
Tesla,Tesla Model 3,2022,51956.1946845829,24465.0,Like New,Kampot,Blue,60/82,430-576,208,6.1,Private,GB-T/CCS2,13-04-2022,Synthetic (New Formula)
Kia,Kia EV9,2023,86596.49412745141,29636.0,Good,Sihanoukville,White,99.8,541,283,5.3,Dealer,GB-T/CCS2,28-12-2023,Synthetic (New Formula)
BYD,BYD Han,2025,58940.82981921361,28106.0,Like New,Battambang,Blue,76.9/85.4,500-610,180,3.9,Private,GB-T/CCS2,26-12-2021,Synthetic (New Formula)
AITO,AITO M7,2025,55146.07896302848,0.0,Like New,Sihanoukville,Silver,40,200 PHEV,330,4.8,Authorized Dealer,GB-T/CCS2,17-07-2023,Synthetic (New Formula)
AION,AION V,2023,42210.7666229051,26992.0,New,Phnom Penh,White,68.8/80,480-610,165,7.1,Dealer,GB-T/CCS2,1/8/2025,Synthetic (New Formula)
